央视频道,#genre#
CCTV5,http://111.59.24.227:8181/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.7.175.154:8445/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://58.56.162.102:4466/newlive/live/hls/5/live.m3u8
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV5体育,http://119.233.255.62:1234/641886683
CCTV5+,http://118.122.144.115:8888/newlive/live/hls/6/live.m3u8
CCTV5+,http://120.40.39.246:352/newlive/live/hls/6/live.m3u8
CCTV5+,http://223.112.114.228:50080/newlive/live/hls/180/live.m3u8
CCTV5+,http://223.78.65.165:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://223.78.65.165:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,https://myip.pdtvhd.com/Sports/streams/CCTV5pul.m3u8
CCTV5+体育赛事,http://119.233.255.62:1234/641886773
CCTV6,http://101.35.240.114:88/live.php?id=CCTV6
CCTV6,http://111.59.24.227:8181/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://112.30.73.119:229/tsfile/live/0006_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV6电影,http://119.233.255.62:1234/624878396
CCTV6电影,http://8.138.7.223/tv/1905.php?id=LIVE3YPYZ30E7V1R0
CCTV7,http://113.57.140.161:10081/newlive/live/hls/8/live.m3u8
CCTV7,http://120.40.39.246:352/newlive/live/hls/8/live.m3u8
CCTV7,http://219.147.245.238:25480/newlive/live/hls/8/live.m3u8
CCTV7,http://221.226.51.220:50081/newlive/live/hls/8/live.m3u8
CCTV7国防军事,http://119.233.255.62:1234/673168121
CCTV8,http://101.35.240.114:88/live.php?id=CCTV8
CCTV8,http://112.249.75.196:9989/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.57.140.161:10081/newlive/live/hls/9/live.m3u8
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://58.56.162.102:4466/newlive/live/hls/9/live.m3u8
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8
CCTV8电视剧,http://119.233.255.62:1234/624878356
CCTV9,http://111.59.24.227:8181/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://219.147.245.238:25480/newlive/live/hls/10/live.m3u8
CCTV9,http://221.7.175.154:8445/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV9纪录,http://119.233.255.62:1234/673168140
CCTV10,http://101.35.240.114:88/live.php?id=CCTV10
CCTV10,http://111.59.24.227:8181/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://113.9.214.47:9003/hls/10/index.m3u8
CCTV10,http://221.226.51.220:50081/newlive/live/hls/11/live.m3u8
CCTV10,http://58.56.162.102:4466/newlive/live/hls/11/live.m3u8
CCTV10科教,http://119.233.255.62:1234/624878405
CCTV11,http://111.59.24.227:8181/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://113.57.140.161:10081/newlive/live/hls/12/live.m3u8
CCTV11,http://113.9.214.47:9003/hls/11/index.m3u8
CCTV11,http://219.147.245.238:25480/newlive/live/hls/12/live.m3u8
CCTV11戏曲,http://119.233.255.62:1234/667987558
CCTV12,http://101.35.240.114:88/live.php?id=CCTV12
CCTV12,http://113.9.214.47:9003/hls/12/index.m3u8
CCTV12,http://120.40.39.246:352/newlive/live/hls/13/live.m3u8
CCTV12,http://221.7.175.154:8445/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://58.56.162.102:4466/newlive/live/hls/13/live.m3u8
CCTV12,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV12社会与法,http://119.233.255.62:1234/673168185
CCTV13,http://111.59.24.227:8181/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://113.9.214.47:9003/hls/13/index.m3u8
CCTV13,http://221.7.175.154:8445/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13新闻,http://119.233.255.62:1234/608807423
CCTV14,http://101.35.240.114:88/live.php?id=CCTV14
CCTV14,http://113.57.140.161:10081/newlive/live/hls/15/live.m3u8
CCTV14,http://120.40.39.246:352/newlive/live/hls/15/live.m3u8
CCTV14,http://58.56.162.102:4466/newlive/live/hls/15/live.m3u8
CCTV14少儿,http://119.233.255.62:1234/624878440
CCTV15,http://113.57.140.161:10081/newlive/live/hls/16/live.m3u8
CCTV15,http://113.9.214.47:9003/hls/15/index.m3u8
CCTV15,http://219.147.245.238:25480/newlive/live/hls/16/live.m3u8
CCTV15,http://58.56.162.102:4466/newlive/live/hls/16/live.m3u8
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV15音乐,http://119.233.255.62:1234/673168223
CCTV16,http://118.122.144.115:8888/newlive/live/hls/17/live.m3u8
CCTV16,http://219.147.245.238:25480/newlive/live/hls/17/live.m3u8
CCTV16,http://58.56.162.102:4466/newlive/live/hls/17/live.m3u8
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV16,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001258/index.m3u8?streamid=a78e16d1a56172e5525dedde279787a3&streamkey=070kmnWlSO6tVxvh6JyoORGIRdEtU2N6uMhBr52XFXMlpDP5cJR3WbAE4XDUyMtM85fygRhPAwq9wyn0AD7vg5QKiMGxk82vdtaBG0RYT7p2mBDXWyty&token=1775753992-d3736074ec706d13-0-d4be0b2d62639f66eea98eb8ecb876a6
CCTV17,http://112.27.5.218:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://113.9.214.47:9003/hls/17/index.m3u8
CCTV17,http://221.7.175.154:8445/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17农业农村,http://119.233.255.62:1234/673168256
CETV1,http://119.233.255.62:1234/923287154
CETV2,http://119.233.255.62:1234/923287211
CETV4,http://119.233.255.62:1234/923287339
CGTN,http://119.233.255.62:1234/609017205
CGTN,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN俄语,http://119.233.255.62:1234/609006446
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8?3.24.170:5140
CGTN外语纪录,http://119.233.255.62:1234/609006487
CGTN法语,http://119.233.255.62:1234/609006476
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN西班牙语,http://119.233.255.62:1234/609006450
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN记录,https://0472.org/hls/cgtnd.m3u8?3.24.120:5140
CGTN阿拉伯语,http://119.233.255.62:1234/609154345
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8?3.24.160:5140
中国交通,http://drive.mxmy.net:8888/udp/239.3.1.188:8001
支持作者,https://vd2.bdstatic.com/mda-sctj0f6r4u1bpebc/1080p/cae_h264/1774706523506678171/mda-sctj0f6r4u1bpebc.mp4
熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8

卫视频道,#genre#
24小时城市联赛轮播台,http://119.233.255.62:1234/915512915
CHC动作电影,http://119.233.255.62:1234/644368714
CHC家庭影院,http://119.233.255.62:1234/644368373
CHC影迷电影,http://119.233.255.62:1234/952383261
三沙卫视,http://119.233.255.62:1234/961023778
上海新闻综合,http://119.233.255.62:1234/651632657
上海第一财经,http://119.233.255.62:1234/608780988
上视东方影视,http://119.233.255.62:1234/617290047
东南卫视,http://119.233.255.62:1234/849116810
东南卫视,http://120.40.39.246:352/newlive/live/hls/20/live.m3u8
东南卫视,http://221.226.51.220:50081/newlive/live/hls/20/live.m3u8
东南卫视,http://58.56.162.102:4466/newlive/live/hls/20/live.m3u8
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东方卫视,http://113.57.140.161:10081/newlive/live/hls/29/live.m3u8
东方卫视,http://119.233.255.62:1234/651632648
东方卫视,http://45.192.97.170:8880/play/26.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视4K,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
中华特产,http://119.233.255.62:1234/959986618
中国农林卫视,http://119.233.255.62:1234/956904896
中国天气,http://119.233.255.62:1234/959986621
中学生,http://119.233.255.62:1234/708869532
云南卫视,http://112.123.243.37:50085/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://113.9.214.47:9003/hls/52/index.m3u8
云南卫视,http://120.198.95.220:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&down=1
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
优漫卡通频道,http://119.233.255.62:1234/626064703
体坛名栏汇,http://119.233.255.62:1234/629943305
体育休闲频道,http://119.233.255.62:1234/626064707
公共新闻频道,http://119.233.255.62:1234/626064693
兵团卫视,http://111.59.24.227:8181/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://119.233.255.62:1234/956923145
兵团卫视,http://218.13.138.139:59901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://221.7.175.154:8445/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://222.71.55.147:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=0&authid=0
兵团卫视,http://61.178.227.57:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://112.123.243.37:50085/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://118.193.115.2:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
内蒙古卫视,http://61.178.227.57:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
农林卫视,http://111.59.24.227:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
农林卫视,http://112.234.22.76:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
农林卫视,http://112.27.5.218:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8
农林卫视,http://45.192.97.170:8880/play/35.m3u8
农林卫视,http://8.138.7.223/%E3%80%90%E5%85%AC%E4%BC%97%E5%8F%B7%EF%BC%9A%E6%A6%B4%E8%8A%92%E7%94%B5%E8%A7%86%E3%80%91/%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86.m3u8
凤凰卫视台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
北京卫视,http://112.249.75.196:9989/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://113.9.214.47:9003/hls/37/index.m3u8
北京卫视,http://119.233.255.62:1234/630287636
北京卫视,http://61.161.61.119:9004/hls/30/index.m3u8
南京十八频道,http://119.233.255.62:1234/838151753
南京教科频道,http://119.233.255.62:1234/838153729
南京新闻综合频道,http://119.233.255.62:1234/838109047
南方卫视,http://120.198.95.220:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&down=1
南方影视,http://119.233.255.62:1234/614961829
南通新闻综合,http://119.233.255.62:1234/955227985
厦门卫视,http://113.57.140.161:10081/newlive/live/hls/28/live.m3u8
厦门卫视,http://118.122.144.115:8888/newlive/live/hls/28/live.m3u8
厦门卫视,http://120.40.39.246:352/newlive/live/hls/28/live.m3u8
厦门卫视,http://221.226.51.220:50081/newlive/live/hls/28/live.m3u8
厦门卫视,http://58.56.162.102:4466/newlive/live/hls/28/live.m3u8
发现之旅,http://119.233.255.62:1234/624878970
吉林卫视,http://112.123.243.37:50085/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://112.249.75.196:9989/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://113.9.214.47:9003/hls/35/index.m3u8
吉林卫视,http://119.233.255.62:1234/947472500
吉林卫视,http://221.7.175.154:8445/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
和美乡途轮播台,http://119.233.255.62:1234/713591450
嘉佳卡通,http://119.233.255.62:1234/614952364
四川卫视,http://111.59.24.227:8181/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://112.249.75.196:9989/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://113.9.214.47:9003/hls/40/index.m3u8
四川卫视,http://221.7.175.154:8445/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四海钓鱼,http://119.233.255.62:1234/637444975
大湾区卫视,http://119.233.255.62:1234/608917627
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
天津卫视,http://111.59.24.227:8181/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://113.9.214.47:9003/hls/39/index.m3u8
天津卫视,http://222.169.85.8:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://112.123.243.37:50085/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://119.233.255.62:1234/738910535
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
宁夏卫视,http://222.71.55.147:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安徽卫视,http://113.9.214.47:9003/hls/33/index.m3u8
安徽卫视,http://219.147.245.238:25480/newlive/live/hls/40/live.m3u8
安徽卫视,http://221.7.175.154:8445/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://gmxw.7766.org:808/hls/40/index.m3u8
宜兴新闻综合,http://119.233.255.62:1234/955227996
宿迁新闻综合,http://119.233.255.62:1234/639731832
山东卫视,http://113.57.140.161:10081/newlive/live/hls/35/live.m3u8
山东卫视,http://113.9.214.47:9003/hls/38/index.m3u8
山东卫视,http://120.40.39.246:352/newlive/live/hls/35/live.m3u8
山东教育,http://119.233.255.62:1234/609154353
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8
广东卫视,http://101.35.240.114:88/live.php?id=广东卫视
广东卫视,http://113.57.140.161:10081/newlive/live/hls/34/live.m3u8
广东卫视,http://118.122.144.115:8888/newlive/live/hls/34/live.m3u8
广东卫视,http://119.233.255.62:1234/608831231
广东卫视,http://221.226.51.220:50081/newlive/live/hls/34/live.m3u8
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东珠江频道,http://119.233.255.62:1234/639731952
广西卫视,http://111.59.24.227:8181/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.9.214.47:9003/hls/50/index.m3u8
广西卫视,http://221.7.175.154:8445/tsfile/live/0113_2.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,https://gd202.tv1288.xyz/tsfile/live/1028_1.m3u8
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8
建党105周年巡礼,http://119.233.255.62:1234/713600957
徐州新闻综合,http://119.233.255.62:1234/639731747
快乐垂钓,http://119.233.255.62:1234/961930263
新动力量创一流,http://119.233.255.62:1234/713589837
新动漫,http://119.233.255.62:1234/961930269
新片放映厅,http://119.233.255.62:1234/619495952
新疆卫视,http://101.35.240.114:88/live.php?id=新疆卫视
新疆卫视,http://112.123.243.37:50085/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://112.27.5.218:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://222.71.55.147:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
最强综艺趴,http://119.233.255.62:1234/629942228
梨园频道,http://119.233.255.62:1234/961930369
武术世界,http://119.233.255.62:1234/958475359
江苏卫视,http://101.35.240.114:88/live.php?id=江苏卫视
江苏卫视,http://113.57.140.161:10081/newlive/live/hls/31/live.m3u8
江苏卫视,http://119.233.255.62:1234/623899368
江苏卫视,http://120.40.39.246:352/newlive/live/hls/31/live.m3u8
江苏卫视,http://218.13.138.139:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视4K,http://8.138.7.223/tv/jsws4k.php
江苏国际,http://119.233.255.62:1234/626064674
江苏城市频道,http://119.233.255.62:1234/626064714
江苏影视频道,http://119.233.255.62:1234/626064697
江苏教育,http://119.233.255.62:1234/628008321
江苏综艺频道,http://119.233.255.62:1234/626065193
江西卫视,http://101.35.240.114:88/live.php?id=江西卫视
江西卫视,http://111.59.24.227:8181/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://112.27.5.218:9901/tsfile/live/faacts/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.9.214.47:9003/hls/44/index.m3u8
江西卫视,http://119.233.255.62:1234/783847495
江西卫视,http://45.192.97.170:8880/play/32.m3u8
江阴新闻综合,http://119.233.255.62:1234/955227979
河北卫视,http://113.57.140.161:10081/newlive/live/hls/33/live.m3u8
河北卫视,http://118.122.144.115:8888/newlive/live/hls/33/live.m3u8
河北卫视,http://119.233.255.62:1234/962042070
河北卫视,http://120.40.39.246:352/newlive/live/hls/33/live.m3u8
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8
河北卫视,http://221.226.51.220:50081/newlive/live/hls/33/live.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://111.59.139.82:11888/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://113.9.214.47:9003/hls/49/index.m3u8
河南卫视,http://119.233.255.62:1234/790187291
河南卫视,http://221.7.175.154:8445/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
泰州新闻综合,http://119.233.255.62:1234/639731818
浙江卫视,http://101.35.240.114:88/live.php?id=浙江卫视
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8$1甘电HD直
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?#http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$2甘电FD直
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$3甘电FD直
浙江卫视4K,http://101.35.240.114:88/live.php?id=浙江卫视4K
海南卫视,http://112.234.22.76:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://113.9.214.47:9003/hls/48/index.m3u8
海南卫视,http://119.233.255.62:1234/947472502
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
海南广播电视总台少儿频道,http://119.233.255.62:1234/962067523
海南广播电视总台文旅频道,http://119.233.255.62:1234/962067526
海南广播电视总台新闻频道,http://119.233.255.62:1234/962067517
海南广播电视总台社会与法频道,http://119.233.255.62:1234/962045223
海南广播电视总台自贸频道,http://119.233.255.62:1234/962045226
海峡卫视,http://118.122.144.115:8888/newlive/live/hls/27/live.m3u8
海峡卫视,http://119.233.255.62:1234/849119120
海峡卫视,http://120.40.39.246:352/newlive/live/hls/27/live.m3u8
海峡卫视,http://221.226.51.220:50081/newlive/live/hls/27/live.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8
海峡卫视,http://58.56.162.102:4466/newlive/live/hls/27/live.m3u8
海峡卫视,http://8.138.7.223/tv/hxws.m3u8
海峡卫视,https://cdn.qd.je/163189/hxws
海峡卫视,https://cdn.qd.je/163189/hxws2
淮安新闻综合,http://119.233.255.62:1234/639731826
深圳卫视,http://101.35.240.114:88/live.php?id=深圳卫视
深圳卫视,http://113.57.140.161:10081/newlive/live/hls/37/live.m3u8
深圳卫视,http://113.9.214.47:9003/hls/32/index.m3u8
深圳卫视,http://221.7.175.154:8445/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
深圳卫视,http://gmxw.7766.org:808/hls/45/index.m3u8
深圳卫视4K,http://nn.7x9d.cn/深圳最新.php?id=szws4k
湖北卫视,http://101.35.240.114:88/live.php?id=湖北卫视
湖北卫视,http://113.57.140.161:10081/newlive/live/hls/36/live.m3u8
湖北卫视,http://118.122.144.115:8888/newlive/live/hls/36/live.m3u8
湖北卫视,http://119.233.255.62:1234/947472496
湖北卫视,http://120.40.39.246:352/newlive/live/hls/36/live.m3u8
湖北卫视,http://221.226.51.220:50081/newlive/live/hls/36/live.m3u8
湖南卫视,http://101.35.240.114:88/live.php?id=湖南卫视
湖南卫视,http://113.9.214.47:9003/hls/43/index.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://www.yao87.com:4022/udp/239.76.246.101:1234
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
溧水新闻综合,http://119.233.255.62:1234/639737327
澳门卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=as
熊猫频道1,http://119.233.255.62:1234/608933610
熊猫频道01高清,http://119.233.255.62:1234/609158151
熊猫频道2,http://119.233.255.62:1234/608933640
熊猫频道3,http://119.233.255.62:1234/608934619
熊猫频道4,http://119.233.255.62:1234/608934721
熊猫频道5,http://119.233.255.62:1234/608935104
熊猫频道6,http://119.233.255.62:1234/608935797
熊猫频道7,http://119.233.255.62:1234/609169286
熊猫频道8,http://119.233.255.62:1234/609169287
熊猫频道9,http://119.233.255.62:1234/609169226
熊猫频道10,http://119.233.255.62:1234/609169285
环球旅游,http://119.233.255.62:1234/958475356
甘肃卫视,http://113.9.214.47:9003/hls/54/index.m3u8
甘肃卫视,http://118.193.115.2:9901/tsfile/live/0139_2.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
